keyword,url,value
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_ssxc/Xbb_ssxcSwyw/Xbb_ssxcMtjj/201707/t20170704_254531.html,
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_ssxc/Xbb_ssxcSwyw/Xbb_ssxcMtjj/201707/t20170714_255035.html,
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_ssxc/Xbb_ssxcSwyw/Xbb_ssxcMtjj/201707/t20170724_255577.html,8.9% 57.6% 57.6% 34.9% 24.9% 15.6% 9.8% 29.6% 25.2% 44.4% 
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_ssxc/Xbb_ssxcSwyw/Xbb_ssxcMtjj/201708/t20170816_256475.html,
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_ssxc/Xbb_ssxcSwyw/Xbb_ssxcMtjj/201709/t20170920_257754.html,
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_ssxc/Xbb_ssxcSwyw/Xbb_ssxcMtjj/201709/t20170925_257928.html,
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_ssxc/Xbb_ssxcSwyw/Xbb_ssxcMtjj/201709/t20170919_257632.html,
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_ssxc/Xbb_ssxcSwyw/Xbb_ssxcMtjj/201709/t20170912_257435.html,7.2% 7.2% 2.9% 18.7% 62.7% 9.8% 9.3% 73.2% 10.2% 11.6% 22.5% 0.1% 0.1% 23.5% 5.4% 19.1% 31.3% 6.3% 34.1% 37.3% 
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_ssxc/Xbb_ssxcSwyw/Xbb_ssxcMtjj/201709/t20170911_257410.html,
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_ssxc/Xbb_ssxcSwyw/Xbb_ssxcMtjj/201709/t20170930_258209.html,
